id,value
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Chemoreceptor Cells.Taste Buds",A08.675.650.915.500.800
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors",A08.675.650.915.750
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Golgi-Mazzoni Corpuscles",A08.675.650.915.750.300
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Merkel Cells",A08.675.650.915.750.425
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Muscle Spindles",A08.675.650.915.750.500
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells",A08.675.650.915.750.600
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory",A08.675.650.915.750.600.350
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory.Hair Cells, Auditory, Inner",A08.675.650.915.750.600.350.350
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory.Hair Cells, Auditory, Outer",A08.675.650.915.750.600.350.365
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Vestibular",A08.675.650.915.750.600.675
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Pacinian Corpuscles",A08.675.650.915.750.700
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Pressoreceptors",A08.675.650.915.750.750
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Mechanoreceptors.Pulmonary Stretch Receptors",A08.675.650.915.750.780
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Nociceptors",A08.675.650.915.875
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells",A08.675.650.915.937
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Invertebrate",A08.675.650.915.937.650
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate",A08.675.650.915.937.670
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Photoreceptor Connecting Cilium",A08.675.650.915.937.670.049
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Cone Photoreceptor Cells",A08.675.650.915.937.670.100
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Inner Segment",A08.675.650.915.937.670.237
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Outer Segment",A08.675.650.915.937.670.375
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Outer Segment.Rod Cell Outer Segment",A08.675.650.915.937.670.375.500
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Rod Photoreceptor Cells",A08.675.650.915.937.670.650
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Rod Photoreceptor Cells.Rod Cell Outer Segment",A08.675.650.915.937.670.650.650
"Nervous System.Neurons.Neurons, Afferent.Sensory Receptor Cells.Thermoreceptors",A08.675.650.915.968
"Nervous System.Neurons.Neurons, Efferent",A08.675.655
"Nervous System.Neurons.Neurons, Efferent.Motor Neurons",A08.675.655.500
"Nervous System.Neurons.Neurons, Efferent.Motor Neurons.Anterior Horn Cells",A08.675.655.500.050
"Nervous System.Neurons.Neurons, Efferent.Motor Neurons.Motor Neurons, Gamma",A08.675.655.500.525
Nervous System.Neurons.Neuropil,A08.675.703
Nervous System.Neurons.Neuropil.Neuropil Threads,A08.675.703.550
Nervous System.Neurons.Nissl Bodies,A08.675.712
Nervous System.Neurons.Nitrergic Neurons,A08.675.748
Nervous System.Neurons.Purkinje Cells,A08.675.784
Nervous System.Neurons.Pyramidal Cells,A08.675.790
Nervous System.Neurons.Pyramidal Cells.Place Cells,A08.675.790.500
Nervous System.Neurons.Serotonergic Neurons,A08.675.895
Nervous System.Neurons.Suprachiasmatic Nucleus Neurons,A08.675.947
Nervous System.Neurosecretory Systems,A08.713
Nervous System.Neurosecretory Systems.Circumventricular Organs,A08.713.049
Nervous System.Neurosecretory Systems.Circumventricular Organs.Area Postrema,A08.713.049.500
Nervous System.Neurosecretory Systems.Circumventricular Organs.Median Eminence,A08.713.049.750
"Nervous System.Neurosecretory Systems.Circumventricular Organs.Pituitary Gland, Posterior",A08.713.049.875
Nervous System.Neurosecretory Systems.Circumventricular Organs.Subcommissural Organ,A08.713.049.937
Nervous System.Neurosecretory Systems.Circumventricular Organs.Subfornical Organ,A08.713.049.968
Nervous System.Neurosecretory Systems.Corpora Allata,A08.713.100
Nervous System.Neurosecretory Systems.Glomus Tympanicum,A08.713.228
Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System,A08.713.357
Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Median Eminence,A08.713.357.500
Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland,A08.713.357.750
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior",A08.713.357.750.500
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior.Corticotrophs",A08.713.357.750.500.500
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior.Gonadotrophs",A08.713.357.750.500.750
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior.Lactotrophs",A08.713.357.750.500.812
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior.Somatotrophs",A08.713.357.750.500.937
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Anterior.Thyrotrophs",A08.713.357.750.500.968
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Intermediate",A08.713.357.750.750
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Intermediate.Melanotrophs",A08.713.357.750.750.500
"Nervous System.Neurosecretory Systems.Hypothalamo-Hypophyseal System.Pituitary Gland.Pituitary Gland, Posterior",A08.713.357.750.875
Nervous System.Neurosecretory Systems.Pineal Gland,A08.713.733
Nervous System.Neurosecretory Systems.Sympathoadrenal System,A08.713.866
Nervous System.Peripheral Nervous System,A08.800
Nervous System.Peripheral Nervous System.Autonomic Nervous System,A08.800.050
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways,A08.800.050.050
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Autonomic Fibers, Postganglionic",A08.800.050.050.050
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Autonomic Fibers, Postganglionic.Parasympathetic Fibers, Postganglionic",A08.800.050.050.050.700
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Autonomic Fibers, Postganglionic.Sympathetic Fibers, Postganglionic",A08.800.050.050.050.800
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Autonomic Fibers, Preganglionic",A08.800.050.050.060
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Celiac Plexus,A08.800.050.050.150
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Facial Nerve,A08.800.050.050.275
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Glossopharyngeal Nerve,A08.800.050.050.337
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Hypogastric Plexus,A08.800.050.050.400
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Myenteric Plexus,A08.800.050.050.500
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Oculomotor Nerve,A08.800.050.050.650
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Splanchnic Nerves,A08.800.050.050.800
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Submucous Plexus,A08.800.050.050.850
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Vagus Nerve,A08.800.050.050.925
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Vagus Nerve.Laryngeal Nerves,A08.800.050.050.925.450
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Vagus Nerve.Laryngeal Nerves.Recurrent Laryngeal Nerve,A08.800.050.050.925.450.700
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Autonomic Pathways.Vagus Nerve.Nodose Ganglion,A08.800.050.050.925.550
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Enteric Nervous System,A08.800.050.150
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Enteric Nervous System.Myenteric Plexus,A08.800.050.150.500
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Enteric Nervous System.Submucous Plexus,A08.800.050.150.750
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Ganglia, Autonomic",A08.800.050.300
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Ganglia, Autonomic.Ganglia, Parasympathetic",A08.800.050.300.250
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Ganglia, Autonomic.Ganglia, Sympathetic",A08.800.050.300.300
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Ganglia, Autonomic.Ganglia, Sympathetic.Stellate Ganglion",A08.800.050.300.300.800
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Ganglia, Autonomic.Ganglia, Sympathetic.Superior Cervical Ganglion",A08.800.050.300.300.850
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System,A08.800.050.600
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Facial Nerve,A08.800.050.600.149
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Ganglia, Parasympathetic",A08.800.050.600.300
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Glossopharyngeal Nerve,A08.800.050.600.387
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Oculomotor Nerve,A08.800.050.600.475
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Parasympathetic Fibers, Postganglionic",A08.800.050.600.650
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Vagus Nerve,A08.800.050.600.825
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Vagus Nerve.Laryngeal Nerves,A08.800.050.600.825.450
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Vagus Nerve.Laryngeal Nerves.Recurrent Laryngeal Nerve,A08.800.050.600.825.450.700
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Parasympathetic Nervous System.Vagus Nerve.Nodose Ganglion,A08.800.050.600.825.550
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System,A08.800.050.800
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Ganglia, Sympathetic",A08.800.050.800.300
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Ganglia, Sympathetic.Stellate Ganglion",A08.800.050.800.300.800
"Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Ganglia, Sympathetic.Superior Cervical Ganglion",A08.800.050.800.300.850
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Splanchnic Nerves,A08.800.050.800.800
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Sympathoadrenal System,A08.800.050.800.850
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Vasomotor System,A08.800.050.800.900
Nervous System.Peripheral Nervous System.Autonomic Nervous System.Sympathetic Nervous System.Vasomotor System.Pressoreceptors,A08.800.050.800.900.700
"Nervous System.Peripheral Nervous System.Ganglia, Sensory",A08.800.350
"Nervous System.Peripheral Nervous System.Ganglia, Sensory.Ganglia, Spinal",A08.800.350.340
"Nervous System.Peripheral Nervous System.Ganglia, Sensory.Geniculate Ganglion",A08.800.350.380
"Nervous System.Peripheral Nervous System.Ganglia, Sensory.Nodose Ganglion",A08.800.350.550
"Nervous System.Peripheral Nervous System.Ganglia, Sensory.Spiral Ganglion",A08.800.350.800
"Nervous System.Peripheral Nervous System.Ganglia, Sensory.Trigeminal Ganglion",A08.800.350.850
Nervous System.Peripheral Nervous System.Nerve Endings,A08.800.550
Nervous System.Peripheral Nervous System.Nerve Endings.Neuroeffector Junction,A08.800.550.550
Nervous System.Peripheral Nervous System.Nerve Endings.Neuroeffector Junction.Neuromuscular Junction,A08.800.550.550.550
Nervous System.Peripheral Nervous System.Nerve Endings.Neuroeffector Junction.Neuromuscular Junction.Motor Endplate,A08.800.550.550.550.500
Nervous System.Peripheral Nervous System.Peripheral Nerves,A08.800.800
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways,A08.800.800.060
"Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Autonomic Fibers, Postganglionic",A08.800.800.060.050
"Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Autonomic Fibers, Postganglionic.Parasympathetic Fibers, Postganglionic",A08.800.800.060.050.700
"Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Autonomic Fibers, Postganglionic.Sympathetic Fibers, Postganglionic",A08.800.800.060.050.800
"Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Autonomic Fibers, Preganglionic",A08.800.800.060.060
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Celiac Plexus,A08.800.800.060.150
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Facial Nerve,A08.800.800.060.275
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Glossopharyngeal Nerve,A08.800.800.060.337
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Hypogastric Plexus,A08.800.800.060.400
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Myenteric Plexus,A08.800.800.060.500
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Oculomotor Nerve,A08.800.800.060.650
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Splanchnic Nerves,A08.800.800.060.800
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Submucous Plexus,A08.800.800.060.840
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Vagus Nerve,A08.800.800.060.920
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Vagus Nerve.Laryngeal Nerves,A08.800.800.060.920.450
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Vagus Nerve.Laryngeal Nerves.Recurrent Laryngeal Nerve,A08.800.800.060.920.450.700
Nervous System.Peripheral Nervous System.Peripheral Nerves.Autonomic Pathways.Vagus Nerve.Nodose Ganglion,A08.800.800.060.920.550
Nervous System.Peripheral Nervous System.Peripheral Nerves.Blood-Nerve Barrier,A08.800.800.090
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves,A08.800.800.120
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Abducens Nerve,A08.800.800.120.030
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Accessory Nerve,A08.800.800.120.060
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Facial Nerve,A08.800.800.120.250
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Facial Nerve.Chorda Tympani Nerve,A08.800.800.120.250.120
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Facial Nerve.Geniculate Ganglion,A08.800.800.120.250.280
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Glossopharyngeal Nerve,A08.800.800.120.290
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Hypoglossal Nerve,A08.800.800.120.330
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Oculomotor Nerve,A08.800.800.120.600
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Olfactory Nerve,A08.800.800.120.640
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Optic Nerve,A08.800.800.120.680
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Optic Nerve.Optic Chiasm,A08.800.800.120.680.600
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Optic Nerve.Optic Disk,A08.800.800.120.680.660
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve,A08.800.800.120.760
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve.Mandibular Nerve,A08.800.800.120.760.500
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve.Mandibular Nerve.Lingual Nerve,A08.800.800.120.760.500.450
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve.Maxillary Nerve,A08.800.800.120.760.550
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve.Ophthalmic Nerve,A08.800.800.120.760.650
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trigeminal Nerve.Trigeminal Ganglion,A08.800.800.120.760.825
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Trochlear Nerve,A08.800.800.120.800
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vagus Nerve,A08.800.800.120.900
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vagus Nerve.Laryngeal Nerves,A08.800.800.120.900.450
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vagus Nerve.Laryngeal Nerves.Recurrent Laryngeal Nerve,A08.800.800.120.900.450.700
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vagus Nerve.Nodose Ganglion,A08.800.800.120.900.550
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vestibulocochlear Nerve,A08.800.800.120.910
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vestibulocochlear Nerve.Cochlear Nerve,A08.800.800.120.910.120
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vestibulocochlear Nerve.Cochlear Nerve.Spiral Ganglion,A08.800.800.120.910.120.800
Nervous System.Peripheral Nervous System.Peripheral Nerves.Cranial Nerves.Vestibulocochlear Nerve.Vestibular Nerve,A08.800.800.120.910.900
Nervous System.Peripheral Nervous System.Peripheral Nerves.Schwann Cells,A08.800.800.690
Nervous System.Peripheral Nervous System.Peripheral Nerves.Schwann Cells.Myelin Sheath,A08.800.800.690.500
Nervous System.Peripheral Nervous System.Peripheral Nerves.Schwann Cells.Myelin Sheath.Neurilemma,A08.800.800.690.500.550
Nervous System.Peripheral Nervous System.Peripheral Nerves.Schwann Cells.Myelin Sheath.Ranvier's Nodes,A08.800.800.690.500.700
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves,A08.800.800.720
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Brachial Plexus,A08.800.800.720.050
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Brachial Plexus.Median Nerve,A08.800.800.720.050.500
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Brachial Plexus.Musculocutaneous Nerve,A08.800.800.720.050.540
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Brachial Plexus.Radial Nerve,A08.800.800.720.050.700
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Brachial Plexus.Ulnar Nerve,A08.800.800.720.050.850
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Cervical Plexus,A08.800.800.720.150
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Cervical Plexus.Phrenic Nerve,A08.800.800.720.150.700
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus,A08.800.800.720.450
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Femoral Nerve,A08.800.800.720.450.250
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Obturator Nerve,A08.800.800.720.450.600
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Pudendal Nerve,A08.800.800.720.450.680
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Sciatic Nerve,A08.800.800.720.450.760
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Sciatic Nerve.Peroneal Nerve,A08.800.800.720.450.760.640
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Sciatic Nerve.Tibial Nerve,A08.800.800.720.450.760.820
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Lumbosacral Plexus.Sciatic Nerve.Tibial Nerve.Sural Nerve,A08.800.800.720.450.760.820.820
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Spinal Nerve Roots,A08.800.800.720.725
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Spinal Nerve Roots.Cauda Equina,A08.800.800.720.725.150
"Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Spinal Nerve Roots.Ganglia, Spinal",A08.800.800.720.725.350
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Thoracic Nerves,A08.800.800.720.800
Nervous System.Peripheral Nervous System.Peripheral Nerves.Spinal Nerves.Thoracic Nerves.Intercostal Nerves,A08.800.800.720.800.350
Nervous System.Peripheral Nervous System.Sensory Receptor Cells,A08.800.950
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells,A08.800.950.500
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Neuroepithelial Cells,A08.800.950.500.530
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Neuroepithelial Cells.Neuroepithelial Bodies,A08.800.950.500.530.550
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Olfactory Receptor Neurons,A08.800.950.500.540
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Paraganglia, Nonchromaffin",A08.800.950.500.600
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Paraganglia, Nonchromaffin.Aortic Bodies",A08.800.950.500.600.050
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Paraganglia, Nonchromaffin.Carotid Body",A08.800.950.500.600.150
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Paraganglia, Nonchromaffin.Glomus Jugulare",A08.800.950.500.600.350
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Paraganglia, Nonchromaffin.Glomus Tympanicum",A08.800.950.500.600.360
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Chemoreceptor Cells.Taste Buds,A08.800.950.500.800
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors,A08.800.950.750
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Golgi-Mazzoni Corpuscles,A08.800.950.750.300
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Merkel Cells,A08.800.950.750.425
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Muscle Spindles,A08.800.950.750.500
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells,A08.800.950.750.600
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory",A08.800.950.750.600.350
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory.Hair Cells, Auditory, Inner",A08.800.950.750.600.350.350
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Auditory.Hair Cells, Auditory, Outer",A08.800.950.750.600.350.365
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Neuroepithelial Cells.Hair Cells, Vestibular",A08.800.950.750.600.675
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Pacinian Corpuscles,A08.800.950.750.700
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Pressoreceptors,A08.800.950.750.750
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Mechanoreceptors.Pulmonary Stretch Receptors,A08.800.950.750.780
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Nociceptors,A08.800.950.875
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells,A08.800.950.937
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Invertebrate",A08.800.950.937.650
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate",A08.800.950.937.670
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Photoreceptor Connecting Cilium",A08.800.950.937.670.049
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Cone Photoreceptor Cells",A08.800.950.937.670.100
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Inner Segment",A08.800.950.937.670.237
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Outer Segment",A08.800.950.937.670.375
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Photoreceptor Cell Outer Segment.Rod Cell Outer Segment",A08.800.950.937.670.375.500
